Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory,Grapes
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Trapaud,3.9,159,19.65,2012,red,assente
Frans+K.+Smit,South+Africa,Stellenbosch,Spier,4.4,159,75.0,2015,red,assente
Killerman%27s+Run+Cabernet+Sauvignon,Australia,Clare+Valley,Kilikanoon,4.0,159,20.75,2016,red,Cabernet+Sauvignon
Gigondas+Les+Racines,France,Gigondas,Domaine+Les+Palli%C3%A8res,4.0,159,34.99,2015,red,assente
Armentino+Negroamaro+-+Primitivo,Italy,Salento,Schola+Sarmenti,4.0,159,11.5,2017,red,Negroamaro
Amarone+della+Valpolicella,Italy,Amarone+della+Valpolicella,Zonin,4.1,1590,28.12,2015,red,assente
Barbaresco,Italy,Barbaresco,Gaja,4.5,1593,149.0,2012,red,assente
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Lascombes,4.3,1595,126.13,2009,red,assente
Finca+Monasterio+Rioja,Spain,Rioja,Baron+de+Ley,4.1,1597,21.39,2016,red,assente
Susumaniello,Italy,Puglia,Masca+del+Tacco,4.2,1597,12.95,2018,red,Susumaniello
Douro+Fabelhaft+Tinto,Portugal,Douro,Niepoort,3.7,1597,9.7,2016,red,assente
Nicol%C3%A1s+Catena+Zapata,Argentina,Mendoza,Catena+Zapata,4.3,1597,82.86,2013,red,assente
Lealbere+Teroldego+Rotaliano,Italy,Teroldego+Rotaliano,Zeni,3.7,160,13.53,2016,red,Teroldego
C%C3%B4t%C3%A9+Sud,France,C%C3%B4tes+Catalanes,Domaine+Lafage,3.3,160,7.02,2017,red,assente
Arunte+Negroamaro+Salento,Italy,Salento,Cantolio,3.7,160,8.58,2013,red,Negroamaro
Chianti+Classico,Italy,Chianti+Classico,Monte+Guelfo,3.6,160,8.72,2015,red,assente
Wallace+%28Shiraz+-+Grenache%29,Australia,Barossa+Valley,Glaetzer,3.8,160,19.98,2017,red,Shiraz
Shiraz+Red+Baron,Australia,Fleurieu,Fox+Creek,3.7,160,16.95,2018,red,Shiraz
Tutti+Frutti+Rouge,France,Pays+d%27Oc,Arrogant+Frog,3.5,160,5.36,2018,red,assente
Joven+%28Selecci%C3%B3n%29,Spain,Campo+de+Borja,Borsao,3.3,160,7.35,2018,red,assente
Nebbiolo+Langhe+Capisme-e,Italy,Langhe,Domenico+Clerico,3.7,160,18.38,2013,red,Nebbiolo
Zinfandel,United+States,California,Dancing+Bull,3.6,160,9.6,2016,red,Zinfandel
Francs+-+C%C3%B4tes+de+Bordeaux,France,Francs+-+C%C3%B4tes+de+Bordeaux,Ch%C3%A2teau+Marsau,3.8,160,18.04,2015,red,assente
Fronsac,France,Fronsac,Ch%C3%A2teau+Moulin+Haut-Laroque,3.8,160,22.37,2004,red,assente
Saint+Cosme+C%C3%B4te-Rotie,France,C%C3%B4te-R%C3%B4tie,Ch%C3%A2teau+de+Saint+Cosme,4.1,160,49.95,2013,red,assente
Barbera+d%27Asti+La+Crena,Italy,Barbera+d%27Asti,Vietti,4.0,160,39.9,2015,red,Barbera
Cabernet+Sauvignon+Private+Reserve,Chile,Maule+Valley,Aromo,3.5,160,12.19,2015,red,Cabernet+Sauvignon
Saint-Est%C3%A8phe,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Haut-Beaus%C3%A9jour,3.9,160,33.76,2016,red,assente
The+Laughing+Magpie+Shiraz+-+Viognier,Australia,McLaren+Vale,d%27Arenberg,3.7,160,21.57,2015,red,Shiraz
Meshach,Australia,Barossa+Valley,Grant+Burge,4.3,160,115.61,2012,red,assente
L%27O+de+la+Vie,France,Minervois,Domaine+Anne+Gros+%26+Jean-Paul+Tollot,3.8,160,18.75,2016,red,assente
Malbec,Argentina,Tupungato,Altosur,3.5,1602,8.49,2016,red,Malbec
Haut-M%C3%A9doc,France,Haut-M%C3%A9doc,Ch%C3%A2teau+Sociando-Mallet,3.9,1607,57.28,2011,red,assente
Beaujolais-Villages+Combe+aux+Jacques,France,Beaujolais-Villages,Louis+Jadot,3.8,1608,10.43,2018,red,assente
Don+Maximiano+Founder%27s+Reserve,Chile,Aconcagua+Valley,Errazuriz,4.5,1608,67.26,2014,red,assente
Cos+d%27Estournel,France,Saint-Est%C3%A8phe,Cos+d%27Estournel,4.6,1608,248.95,2005,red,assente
Cabernet+Sauvignon+%28Cabernet+Franc+-+Syrah%29,Chile,Rapel+Valley,Trio,3.6,1609,9.99,2017,red,Cabernet+Franc
Petite+Sirah,United+States,California,Bogle,3.8,1609,15.33,2015,red,Petite+Sirah
Haut-M%C3%A9doc,France,Haut-M%C3%A9doc,Ch%C3%A2teau+Sociando-Mallet,4.1,1609,41.85,2010,red,assente
Pessac-L%C3%A9ognan,France,Pessac-L%C3%A9ognan,Ch%C3%A2teau+Gazin+Rocquencourt,3.9,161,34.15,2014,red,assente
Gigondas+Romane+Machotte+Rouge,France,Gigondas,Pierre+Amadieu,3.9,161,16.47,2017,red,assente
Nuits-Saint-Georges+Aux+Perdrix+Premier+Cru,France,Nuits-Saint-Georges+1er+Cru+%27Aux+Perdrix%27,Domaine+des+Perdrix,4.4,161,101.85,2015,red,assente
Gran+Tonel+137+Malbec,Argentina,Mendoza,Bodega+Toneles,4.2,161,50.19,2012,red,Malbec
Aromes+de+Pavie+Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Pavie,4.0,161,398.6,2010,red,assente
Conde+de+Valdemar+Crianza,Spain,Rioja,Bodegas+Valdemar,3.7,161,8.39,2016,red,assente
Estate+Red,South+Africa,Constantia,Klein+Constantia,3.8,161,24.46,2016,red,assente
Tinto,Spain,Binissalem-Mallorca,Tianna+Negre,4.2,161,38.41,2015,red,assente
Crianza+Ribera+del+Duero,Spain,Ribera+del+Duero,Condado+de+Haza,3.9,161,12.9,2017,red,assente
Dolcetto+d%27Alba+Tre+Vigne,Italy,Dolcetto+d%27Alba,Vietti,3.7,161,14.25,2018,red,Dolcetto
Le+Prestige+Rouge,France,Pays+d%27Oc,Les+Collines+du+Bourdic,4.0,161,9.8,2015,red,assente
Mi+Pueblo+Cabernet+Sauvignon,Chile,Central+Valley,Vi%C3%B1a+Maipo,3.2,161,7.32,2018,red,Cabernet+Sauvignon
Valpolicella+Ripasso+Superiore,Italy,Valpolicella+Ripasso,Zonin,3.7,1610,8.43,2017,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Altesino,4.2,1610,37.78,2013,red,Brunello
Roda+Reserva+Rioja,Spain,Rioja,Bodegas+Roda,4.2,1613,36.89,2015,red,assente
Blason+de+L%E2%80%99Evangile+Pomerol,France,Pomerol,Ch%C3%A2teau+l%27%C3%89vangile,4.2,162,63.44,2014,red,assente
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Fougueyrat,3.9,162,22.67,2015,red,assente
Pago+Negralada+Tempranillo,Spain,Castilla+y+Le%C3%B3n,Abadia+Retuerta,4.4,162,67.26,2013,red,Tempranillo
Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Torre+dei+Beati,3.6,162,9.95,2017,red,Montepulciano
Alicante,Spain,Alicante,El+Sequ%C3%A9,4.0,162,24.18,2016,red,assente
Rosso+di+Montalcino,Italy,Rosso+di+Montalcino,Caparzo,3.8,162,10.37,2018,red,assente
Canonico+Negroamaro+Salento,Italy,Salento,Cantine+due+Palme,3.6,162,6.32,2018,red,Negroamaro
Clos+du+Marquis+Saint-Julien,France,Saint-Julien,Ch%C3%A2teau+L%C3%A9oville+Las+Cases,4.1,162,72.62,2016,red,assente
Barolo+Conca,Italy,Barolo,Mauro+Molino,4.3,162,63.27,2014,red,assente
Awatea+Cabernets+-+Merlot,New+Zealand,Hawke%27s+Bay,Te+Mata,3.8,162,34.5,2017,red,Merlot
Pomerol,France,Pomerol,Ch%C3%A2teau+Certan+de+May,4.1,162,92.61,2011,red,assente
Reserva,Spain,Navarra,Castillo+de+En%C3%A9riz,3.7,162,8.33,2013,red,assente
Steadfast+Shiraz+-+Cabernet,Australia,Barossa+Valley,Langmeil,4.0,162,8.68,2017,red,Shiraz
Gevrey-Chambertin,France,Gevrey-Chambertin,Domaine+Trapet,3.9,162,90.2,2016,red,assente
Mathilde+Saint-Emilion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+La+Fleur+Morange,3.8,162,39.95,2010,red,assente
Syrah,Italy,Terre+Siciliane,Baglio+di+Pianetto,3.7,162,8.4,2017,red,Syrah
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Grand-Puy+Ducasse,3.8,162,74.3,2016,red,assente
Francs+-+C%C3%B4tes+de+Bordeaux,France,Francs+-+C%C3%B4tes+de+Bordeaux,Ch%C3%A2teau+Puygueraud,3.8,162,24.95,2005,red,assente
Brolo+di+Campofiorin+Oro,Italy,Rosso+Veronese,Masi,3.8,1620,18.79,2013,red,assente
Reserva,Spain,Rioja,Campo+Viejo,3.8,1624,10.99,2015,red,assente
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Pontet-Canet,4.3,1625,114.55,2012,red,assente
Pinot+Noir,United+States,California,Bogle,3.6,1625,15.33,2016,red,Pinot+Noir
Cinquanta+Collezione,Italy,Vino+d%27Italia,San+Marzano,4.3,16262,17.57,2012,red,assente
Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Ch%C3%A2teau+de+Beaucastel,4.4,1627,68.18,2015,red,assente
Quorum+%28Grande+Vindima%29,Brazil,Vale+dos+Vinhedos,Lidio+Carraro,4.0,1627,45.77,2008,red,assente
C%C3%B4tes+du+Rh%C3%B4ne+Le+Bouquet+Des+Garrigues,France,C%C3%B4tes-du-Rh%C3%B4ne,Clos+du+Caillou,3.8,163,15.9,2017,red,assente
Nebbiolo+d%E2%80%99alba,Italy,Piemonte,Bruno+Giacosa,4.1,163,27.65,2017,red,Nebbiolo
GSM,United+States,Columbia+Valley,Tenet+Wines,4.2,163,78.75,2014,red,assente
Crozes-Hermitage+Domaine+de+Thalabert,France,Crozes-Hermitage,Paul+Jaboulet+A%C3%AEn%C3%A9,3.9,163,36.74,2017,red,assente
Gimblett+Gravels+Vineyard+Te+Kahu,New+Zealand,Gimblett+Gravels,Craggy+Range,3.9,163,27.36,2017,red,assente
Cannonau+di+Sardegna,Italy,Cannonau+di+Sardegna,Antichi+Poderi+Jerzu,3.3,163,7.9,2018,red,assente
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Malescot+St.+Exupery,4.2,163,94.24,2016,red,assente
M%C3%A9doc,France,M%C3%A9doc,Clos+Manou,3.9,163,24.9,2014,red,assente
C%C3%B4tes+du+Rh%C3%B4ne,France,C%C3%B4tes-du-Rh%C3%B4ne,Y%2FM+-+Yannick+All%C3%A9no+%26+Michel+Chapoutier,3.7,163,12.0,2017,red,assente
Riserva+del+Conte+Contea+di+Sclafani,Italy,Contea+di+Sclafani,Tasca+d%27Almerita,4.3,163,65.86,2010,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Langoa+Barton,4.2,163,68.95,2002,red,assente
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Figeac,4.5,163,286.95,2016,red,assente
Haut-M%C3%A9doc,France,Haut-M%C3%A9doc,Ch%C3%A2teau+S%C3%A9gur,3.6,163,14.95,2014,red,assente
Pinotage+%28Bosstok%29,South+Africa,Coastal+Region,MAN,3.8,163,5.74,2018,red,Pinotage
Riebeeksrivier+Western+Slopes,South+Africa,Swartland,Cape+of+Good+Hope,3.9,163,13.99,2013,red,assente
Barbaresco,Italy,Barbaresco,Enrico+Serafino,3.8,163,26.18,2015,red,assente
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+La+Serre,4.0,163,50.69,2015,red,assente
Lagrein+Perl,Italy,S%C3%BCdtirol+-+Alto+Adige,Cantina+Bolzano+%2F+Kellerei+Bozen,4.0,163,14.5,2018,red,Lagrein
Reserva+Rioja,Spain,Rioja,Castillo+de+Albai,3.6,163,8.95,2015,red,assente
Vi%C3%B1a+Cubillo,Spain,Rioja+Alta,R.+L%C3%B3pez+de+Heredia+Vi%C3%B1a+Tondonia,3.8,1633,14.9,2009,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Valdicava,4.5,1634,92.15,2010,red,Brunello
Etna+Rosso,Italy,Etna,Tenuta+delle+Terre+Nere,3.9,1637,15.47,2017,red,assente
Sassicaia,Italy,Bolgheri+Sassicaia,Tenuta+San+Guido,4.7,1637,632.64,1999,red,assente
Arbossar,Spain,Priorat,Terroir+Al+L%C3%ADmit+Soc.+Lda,4.0,164,60.0,2014,red,assente
Castillon+-+C%C3%B4tes+de+Bordeaux,France,Castillon+-+C%C3%B4tes+de+Bordeaux,Ch%C3%A2teau+Cap+de+Faug%C3%A8res,3.7,164,29.95,2005,red,assente
Finca+Matambres,Spain,Ribera+del+Duero,Monteabellon,4.2,164,28.0,2015,red,assente
La+Miranda+de+Secastilla+Garnacha+Somontano,Spain,Somontano,Vi%C3%B1as+del+Vero,3.7,164,9.35,2017,red,assente
Bosc+Silvestre+Tinto,Spain,Costers+del+Segre,Costers+del+Si%C3%B3,3.9,164,10.9,2016,red,assente
Saint+Cosme+Crozes-Hermitage,France,Crozes-Hermitage,Ch%C3%A2teau+de+Saint+Cosme,4.0,164,22.0,2017,red,assente
Gravello+Rosso,Italy,Val+di+Neto,Librandi,3.8,164,15.9,2016,red,assente
El+Viaje+de+Ram%C3%B3n+Tempranillo+Rioja,Spain,Rioja,Ram%C3%B3n+Bilbao,3.7,164,6.75,2018,red,Tempranillo
Chianti+Classico,Italy,Chianti+Classico,Fontodi,3.9,164,26.81,2017,red,assente
Fronsac,France,Fronsac,Ch%C3%A2teau+Moulin+Haut-Laroque,3.8,164,20.42,2006,red,assente
Syrah+-+Grenache,South+Africa,Walker+Bay,Creation,3.8,164,17.69,2017,red,Grenache
Rouge+%28Gaston+Hochar%29,Lebanon,Bekaa+Valley,Ch%C3%A2teau+Musar,4.2,1640,36.55,2000,red,assente
Da+Vinci+Chianti,Italy,Chianti,Cantine+Leonardo+da+Vinci,3.6,1647,7.02,2016,red,assente
Earthquake+Zinfandel,United+States,Lodi,Michael+David+Winery,4.1,1649,26.22,2015,red,Zinfandel
Mordor,Austria,Burgenland,Scheiblhofer,4.2,165,20.47,2017,red,assente
Reserva+Tinto,Portugal,Portalegre,Monte+da+Penha,3.9,165,13.9,2005,red,assente
Pasionado+Cabernet+Franc,Argentina,Tupungato,Andeluna,4.2,165,54.36,2013,red,Cabernet+Franc
Merlot,Italy,delle+Venezie,Casa+Lunardi,3.7,165,5.95,2018,red,Merlot
Coto+Real+Reserva,Spain,Rioja,El+Coto,3.4,165,25.99,2012,red,assente
Canon-Fronsac,France,Canon-Fronsac,Ch%C3%A2teau+Canon,3.7,165,15.39,2009,red,assente
Dule+Cannonau+di+Sardegna+Classico,Italy,Cannonau+di+Sardegna,Gabbas,4.0,165,17.45,2014,red,assente
Old+Vine+Zinfandel,United+States,Mendocino+County,Ravenswood,3.7,165,14.99,2014,red,Zinfandel
Ronco+Dei+Moreri+Refosco+dal+Peduncolo+Rosso,Italy,Friuli-Venezia+Giulia,Marco+Felluga,3.7,165,18.99,2013,red,Refosco
Serenity,South+Africa,Hemel-en-Aarde+Valley,Ataraxia,4.0,165,17.25,2011,red,assente
Chianti+Classico+Riserva,Italy,Chianti+Classico,Castellani,3.5,165,9.61,2014,red,assente
Gran+Reserva,Spain,Valdepe%C3%B1as,Vi%C3%B1a+Albali,3.4,165,5.89,2012,red,assente
Bramare+Malbec+Lujan+de+Cuyo,Argentina,Lujan+de+Cuyo,Vi%C3%B1a+Cobos,4.4,165,34.22,2018,red,Malbec
Pinot+Noir,Austria,Burgenland,Heinrich,3.5,165,11.02,2018,red,Pinot+Noir
Barolo,Italy,Barolo,Batasiolo,4.0,1652,20.5,2015,red,assente
Laforet+Bourgogne+Pinot+Noir,France,Bourgogne,Joseph+Drouhin,3.6,1654,15.54,2017,red,Pinot+Noir
Coronas+Tempranillo,Spain,Catalunya,Torres,3.6,1656,6.99,2017,red,Tempranillo
Tenuta+Guado+al+Tasso+Bolgheri+Superiore,Italy,Bolgheri+Superiore,Antinori,4.5,1658,99.9,2015,red,assente
Vi%C3%B1a+Collada+Rioja,Spain,Rioja,Marqu%C3%A9s+de+Riscal,3.7,1659,6.84,2016,red,assente
Barolo+Marcenasco,Italy,Barolo,Renato+Ratti,4.2,1659,33.97,2014,red,assente
Barbaresco,Italy,Barbaresco,De+Forville,4.1,166,24.3,2016,red,assente
Birba+Toscano,Italy,Toscana,La+Gerla,4.0,166,17.36,2011,red,assente
Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,E.+Guigal,4.1,166,43.28,2016,red,assente
Ventoux,France,Ventoux,Martinelle,3.8,166,10.9,2016,red,assente
La+Suerte+de+Array%C3%A1n+Garnacha,Spain,M%C3%A9ntrida,Array%C3%A1n,3.7,166,12.9,2014,red,assente
Barbaresco+Bordini,Italy,Barbaresco,Elvio+Cogno,3.9,166,28.5,2015,red,assente
Margaux,France,Margaux,Ch%C3%A2teau+Mongravey,3.9,166,27.95,2016,red,assente
Douro+Bioma+Tinto,Portugal,Douro,Niepoort,3.8,166,22.59,2013,red,assente
Clos+Triguedina+Malbec,France,Cahors,Jean-Luc+Bald%C3%A8s,3.7,166,26.7,2015,red,Malbec
Tapada+de+Villar+Tinto,Portugal,Alentejo,Herdade+Penedo+Gordo,3.6,166,8.9,2017,red,assente
Cumal+Prieto+Picudo,Spain,Bierzo,Dominio+Dostares,4.0,166,25.92,2015,red,Prieto+Picudo
Tenuta+Tignanello+%27Solaia%27,Italy,Toscana,Antinori,4.6,166,338.53,2016,red,assente
Tempranillo,Spain,Castilla,Rasg%C3%B3n,3.7,166,5.1,2019,red,Tempranillo
Chianti+Classico,Italy,Chianti+Classico,Istine,3.6,166,14.94,2014,red,assente
Bardolino,Italy,Bardolino,Zenato,3.4,166,5.77,2018,red,assente
Single+Valley+Lot+Gran+Reserva+Cabernet+Sauvignon,Chile,Rapel+Valley,Valdivieso,3.7,166,14.57,2014,red,Cabernet+Sauvignon
Vignelacroix+Rouge,France,La+Clape,Ch%C3%A2teau+Ricardelle,4.0,166,13.93,2017,red,assente
Margaux,France,Margaux,Ch%C3%A2teau+La+Gurgue,4.0,166,32.41,2015,red,assente
Cos+d%27Estournel,France,Saint-Est%C3%A8phe,Cos+d%27Estournel,4.4,1662,165.0,2006,red,assente
Haut-M%C3%A9doc+%28Grand+Cru+Class%C3%A9%29,France,Haut-M%C3%A9doc,Ch%C3%A2teau+Belgrave,4.1,1664,38.95,2010,red,assente
M%C3%A9doc,France,M%C3%A9doc,Ch%C3%A2teau+Potensac,3.8,167,28.95,2016,red,assente
Ettamiano+Passito,Italy,Primitivo+di+Manduria,Cantine+due+Palme,4.1,167,16.0,2013,red,assente
Chianti+Classico+Vigneto+Gran+Selezione+San+Lorenzo,Italy,Chianti+Classico,Castello+di+Ama,4.2,167,54.72,2016,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Gazin,4.0,167,138.7,2016,red,assente
Tinto,Spain,Alicante,Vergel,3.7,167,6.5,2017,red,assente
Listrac-M%C3%A9doc,France,Listrac-M%C3%A9doc,Ch%C3%A2teau+Reverdi,3.8,167,13.04,2014,red,assente
Cabernet+Sauvignon,Australia,Margaret+River,Xanadu,3.8,167,21.5,2015,red,Cabernet+Sauvignon
Gran+Terroir+de+Los+Andes+Cabernet+Sauvignon,Chile,Colchagua+Valley,Casa+Silva,4.1,167,13.55,2018,red,Cabernet+Sauvignon
Valpolicella+Valpantena,Italy,Valpolicella+Valpantena,Costa+Arente,3.9,167,15.48,2016,red,assente
Margaux,France,Margaux,Ch%C3%A2teau+Monbrison,4.1,167,32.0,2013,red,assente
Santa+Ana+Reserva+Tinto,Portugal,Alentejano,Herdade+Fonte+Paredes,3.7,167,11.7,2015,red,assente
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Magdelaine,4.2,167,96.14,2011,red,assente
Merlot,Chile,Colchagua+Valley,Ravanal,3.4,167,6.95,2016,red,Merlot
Terroir+du+Trias+Bandol+Rouge,France,Bandol,Domaine+de+Terrebrune,4.1,167,34.9,2013,red,assente
Estate+Cabernet+Sauvignon,Chile,Aconcagua+Valley,Errazuriz,3.5,1670,8.28,2016,red,Cabernet+Sauvignon
181+Merlot,United+States,Lodi,Noble+Vines,3.6,1675,16.5,2012,red,Merlot
Vino+Nobile+di+Montepulciano,Italy,Vino+Nobile+di+Montepulciano,Poliziano,3.9,1676,16.9,2016,red,Montepulciano
Vieilles+Vignes+C%C3%B4tes+du+Roussillon+Villages,France,C%C3%B4tes+du+Roussillon+Villages,Domaine+du+Clos+des+F%C3%A9es,4.0,168,28.93,2014,red,assente
Costasera+Amarone+della+Valpolicella+Classico+Riserva,Italy,Amarone+della+Valpolicella+Classico,Masi,4.1,168,53.99,2013,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Langoa+Barton,4.0,168,59.95,2016,red,assente
Bicento,Italy,Irpinia+Campi+Taurasini,Nativ,4.3,168,27.29,2016,red,assente
Ribeca+Perricone,Italy,Terre+Siciliane,Firriato,4.1,168,27.29,2014,red,Perricone
Beaune+Premier+Cru+Bastion+Rouge,France,Beaune+Premier+Cru,Chanson,4.1,168,41.15,2015,red,assente
The+Long+Fuse+Cabernet+Sauvignon,South+Africa,Stellenbosch,Jordan,3.9,168,14.9,2016,red,Cabernet+Sauvignon
Corbi%C3%A8res+Grenache+-+Syrah+-+Mourv%C3%A8dre,France,Corbi%C3%A8res,G%C3%A9rard+Bertrand,3.7,168,11.69,2017,red,Grenache
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Pietroso,3.9,168,47.77,2014,red,Brunello
La+Mancha+Reserva,Spain,La+Mancha,El+V%C3%ADnculo,3.6,168,12.18,2010,red,assente
Mas+Mallola,Spain,Priorat,Marco+Abella,4.2,168,27.32,2016,red,assente
Earthquake+Petite+Sirah,United+States,Lodi,Michael+David+Winery,3.8,168,26.27,2016,red,Petite+Sirah
Dominio+de+Fontana+Roble+Tempranillo+-+Syrah,Spain,Castilla,Bodegas+Fontana,3.8,168,7.32,2017,red,Syrah
N%C3%A8prica+Primitivo,Italy,Puglia,Tormaresca,3.8,1683,7.95,2017,red,Primitivo
Curioso,Italy,Toscana,Ponte+Lungo,3.9,1685,8.72,2017,red,assente
Diamond+Collection+Malbec+%28Celestial+Blue+Label%29,United+States,Napa+Valley,Francis+Ford+Coppola,3.8,169,25.69,2016,red,Malbec
Zinfandel,United+States,California,Gallo+Family+Vineyards,3.3,169,6.05,2018,red,Zinfandel
Red+Jasper,South+Africa,Stellenbosch,Raats,4.0,169,16.9,2016,red,assente
Bricco+della+Bigotta+Barbera+d%27Asti,Italy,Barbera+d%27Asti,Braida,4.1,169,49.9,2016,red,Barbera
Clos+Triguedina+Probus,France,Cahors,Jean-Luc+Bald%C3%A8s,3.8,169,46.95,2007,red,assente
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Grand-Pontet,3.9,169,31.95,2015,red,assente
Reserva+Original,Spain,Rioja,Ram%C3%B3n+Bilbao,3.9,169,19.89,2014,red,assente
Touriga+Nacional,Portugal,Alentejano,Herdade+de+S%C3%A3o+Miguel,3.8,169,12.8,2015,red,Touriga
The+Pavillion+Shiraz+-+Cabernet+Sauvignon,South+Africa,Stellenbosch,Boschendal,3.1,169,5.8,2017,red,Cabernet+Sauvignon
Kekfrankos,Hungary,Sopron,P%C3%A9ter+Wetzer,3.7,169,13.5,2016,red,assente
Crianza,Spain,Rioja,Vi%C3%B1a+Albina,3.6,169,8.68,2015,red,assente
Bosc+Silvestre+Tinto,Spain,Costers+del+Segre,Costers+del+Si%C3%B3,3.8,169,10.23,2015,red,assente
Rosso+di+Montalcino,Italy,Rosso+di+Montalcino,Poggio+di+Sotto,4.2,169,48.02,2013,red,assente
Consigna+Merlot,Spain,Castilla,F%C3%A9lix+Sol%C3%ADs,3.5,169,4.99,2018,red,Merlot
Terroir+du+Trias+Bandol+Rouge,France,Bandol,Domaine+de+Terrebrune,4.0,169,59.9,2006,red,assente
Fronsac,France,Fronsac,Ch%C3%A2teau+Moulin+Haut-Laroque,3.9,169,18.47,2011,red,assente
Edici%C3%B3n+Limitada,Spain,Rioja,Ram%C3%B3n+Bilbao,4.0,1690,13.95,2014,red,assente
Chianti+Classico,Italy,Chianti+Classico,Albola,3.8,1691,11.9,2016,red,assente
Los+Intocables+Black+Malbec,Argentina,San+Juan,Bodega+Finca+Las+Moras,3.9,1694,11.89,2018,red,Malbec
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Recougne,3.6,1696,9.58,2016,red,assente
H3+Cabernet+Sauvignon,United+States,Horse+Heaven+Hills,Columbia+Crest,3.9,1699,15.79,2016,red,Cabernet+Sauvignon
Espiritu+de+Apalta,Chile,Colchagua+Valley,Neyen,4.4,170,63.15,2016,red,assente
Brisa,Chile,Aconcagua,Arboleda,4.2,170,40.81,2016,red,assente
Lasendal+Selecci%C3%B3,Spain,Montsant,Cap%C3%A7anes,3.8,170,9.8,2017,red,assente
Barbera+d%27Asti+Superiore+Tre+Roveri,Italy,Barbera+d%27Asti,Pico+Maccario,4.0,170,20.32,2015,red,Barbera
Costalunga+Barbera+d%27Asti,Italy,Barbera+d%27Asti,Bersano,3.5,170,7.39,2017,red,Barbera
Merlot,United+States,Napa+Valley,Twomey,3.9,170,85.05,2014,red,Merlot
Pomerol,France,Pomerol,Ch%C3%A2teau+Bourgneuf+%28Vieux+Ch%C3%A2teau+Bourgneuf%29,3.9,170,48.55,2015,red,assente
Barbera+d%27Alba,Italy,Barbera+d%27Alba,Elio+Altare,3.9,170,16.44,2018,red,Barbera
Tributo+Cabernet+Sauvignon,Chile,Colchagua+Valley,Caliterra,3.8,170,13.82,2017,red,Cabernet+Sauvignon
El+Abuelo+de+Piqueras+Reserva,Spain,Almansa,Bodegas+Piqueras,4.0,170,7.95,2016,red,assente
1704+Red+Tinta+Barocca+-+Shiraz,South+Africa,Swartland,Allesverloren,3.4,170,10.9,2015,red,Shiraz
Les+Garrigues+Coteaux+du+Languedoc,France,Languedoc,Clavel,3.4,170,9.65,2015,red,assente
Garnacha+Tinta,Spain,Terra+Alta,La+Picossa,3.3,170,7.99,2016,red,assente
Kieselstein+Zweigelt,Austria,Burgenland,Claus+Preisinger,4.0,170,10.18,2018,red,Zweigelt
Rioja+Gran+Reserva+904,Spain,Rioja,La+Rioja+Alta,4.3,170,44.9,2011,red,assente
Les+Barnab%C3%A9s+Chinon,France,Chinon,Domaine+Olga+Raffault,3.9,170,14.9,2017,red,assente
Rosso+Puglia,Italy,Puglia,Luccarelli,3.8,1700,4.66,2018,red,assente
La+Planta,Spain,Ribera+del+Duero,Arzuaga,3.7,1702,9.5,2018,red,assente
